"Id","Org_name","Grants funded","Grants received","Address","EIN","NTEE"
"135","Detroit Central City Community Mental Health, Inc","","3533608","Detroit, MI
United States","","Mental Health, Crisis Intervention » Communiy Mental Health Center, Housing, Shelter » Other Housing Support Services"
"134","Detroit Catholic Pastoral Alliance","","260000","Detroit, MI
United States","","Religion, Spiritual Development » Roman Catholic"
"133","Detroit Black Community Food Security Network (DBCFSN)","","1958439","Detroit, MI
United States","331140762","Agriculture, Food, Nutrition » Nutrition Programs, Agriculture, Food, Nutrition"
"132","Detroit Association of Black Organizations, Inc","","54000","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"131","Detroit Artists Market","","181188","Detroit, MI
United States","","Arts, Culture, and Humanities » Visual Arts Organizations, Arts, Culture, and Humanities » Arts Service Activities/Organizations"
"130","Detroit Area Pre-College Engineering Program, Inc","","2403520","Detroit, MI
United States","","Educational Institutions » Education N.E.C."
"115","Conservation Foundation","","1000","Detroit, MI
United States","","Environmental Quality Protection, Beautification » Natural Resource Conservation and Protection, Animal Related » Wildlife Preservation/Protection"
"171","Detroit Rescue Mission Ministries","","8299785","Detroit, MI
United States","","Mental Health, Crisis Intervention » Alcohol, Drug, and Substance Abuse, Dependency, Prevention and Treatment"
"229","Franklin-Wright Settlements, Inc","","1309411","Detroit, MI
United States","","Educational Institutions » Education N.E.C."
"213","Faith Covenant Church","","10000","Detroit, MI
United States","","Religion, Spiritual Development » Protestant"
"212","Fair Housing Center of Metropolitan Detroit","","15000","Detroit, MI
United States","","Civil Rights, Social Action, Advocacy » Civil Liberties Advocacy, Public, Society Benefit » Consumer Protection and Safety, Crime, Legal Related » Public Interest Law/Litigation"
"211","Excellent Schools Detroit (ESD)","","7342402","2111 Woodward Ave #506
Detroit, MI 48201
United States","","Educational Institutions » Educational Services and Schools - Other"
"210","Evolution of Nandi's Cafe","","175","Detroit, MI
United States","",""
"209","Evangelical Homes of Michigan","","160000","Detroit, MI
United States","","Human Services » Senior Continuing Care Communities"
"208","Eta Phi Beta Sorority, Inc","","22425","16815 James Couzens Fwy
Detroit, MI 48235
United States","310892078","Educational Institutions, Educational Institutions » Student Sororities, Fraternities"
"207","Erma L. Henderson Academy DPS","","1500","Detroit, MI
United States","",""
"205","Equality Michigan","","238826","Detroit, MI
United States","","Civil Rights, Social Action, Advocacy » Lesbian/Gay Rights, Human Services » Victims' Services, Civil Rights, Social Action, Advocacy » Civil Rights, Social Action, Advocacy N.E.C."
"204","Engineering Society of Detroit","","123000","Detroit, MI
United States","","Educational Institutions » Professional Societies & Associations, Educational Institutions » Graduate, Professional (Separate Entities), Science and Technology Research Institutes » Professional Societies & Associations"
"203","Empowerment Plan","","102720","1401 VERMONT ST
DETROIT, MI 48126
United States","","Human Services » Emergency Assistance (Food, Clothing, Cash)"
"202","Elmhurst Home, Inc","","60000","Detroit, MI
United States","","Mental Health, Crisis Intervention » Alcohol, Drug, and Substance Abuse, Dependency, Prevention and Treatment"
"214","Family Service, Inc","","466138","Detroit, MI
United States","","Human Services » Family Services (Adolescent Parents)"
"215","Family Victory Fellowship","","24000","Detroit, MI
United States","","Religion, Spiritual Development » Christian"
"228","Franco Public Relations Group","","32446","Detroit, MI
United States","",""
"227","Fort Street Presbyterian Church","","60000","631 W Fort St
Detroit, MI 48226
United States","381369602",""
"226","Forgotten Harvest, Inc","","2243400","Detroit, MI
United States","","Agriculture, Food, Nutrition » Food Service, Free Food Distribution Programs, Agriculture, Food, Nutrition » Food Banks, Food Pantries"
"224","Food Gatherers","","1500","Detroit, MI
United States","","Agriculture, Food, Nutrition » Food Service, Free Food Distribution Programs, Agriculture, Food, Nutrition » Food Banks, Food Pantries"
"223","Focus: HOPE","","10725906","Detroit, MI
United States","","Human Services » Human Service Organizations"
"222","Focus on the Family","","2000","Detroit, MI
United States","","Religion, Spiritual Development » Christian, Religion, Spiritual Development » Religious Media, Communications Organizations, Religion, Spiritual Development » Research Institutes and/or Public Policy Analysis"
"220","FIRST in Michigan","","18500","Detroit, MI
United States","","Recreation, Sports, Leisure, Athletics » Recreational, Pleasure, or Social Club"
"219","First Book","","20000","Detroit, MI
United States","","Arts, Culture, and Humanities » Arts Education/Schools"
"218","Fender Bender Detroit","","514","Detroit, MI
United States","",""
"217","Fellowship Chapel","","31250","Detroit, MI
United States","","Religion, Spiritual Development » Christian"
"216","Federation of Youth Services","","4000","Detroit, MI
United States","","Human Services » Professional Societies & Associations"
"201","Elliottorian Business and Professional Women's Club, Inc","","500","Detroit, MI
United States","","Philanthropy, Voluntarism, and Grantmaking » Public Foundations"
"200","Elegance of the Rust Belt","","110","Detroit, MI
United States","",""
"199","Effective Alternative Community Housing","","88000","Detroit, MI
United States","","Housing, Shelter » Housing Development, Construction, Management"
"184","Detroit-Windsor Dance Academy","","60000","Detroit, MI
United States","","Arts, Culture, and Humanities » Dance"
"183","Detroit Zoological Society","","1623715","Detroit, MI
United States","","Animal Related » Animal Protection and Welfare (includes Human Societies and SPCA's), Educational Institutions » Alliance/Advocacy Organizations, Environmental Quality Protection, Beautification » Alliance/Advocacy Organizations"
"182","Detroit Youth Foundation","","493000","Detroit, MI
United States","","Youth Development » Youth Development Programs"
"181","Detroit Youth Food Brigade","","812","Detroit, MI
United States","",""
"180","Detroit Wayne County Health Authority","","3148388","Detroit, MI
United States","",""
"179","Detroit Urban Lutheran School","","1750","8181 Greenfield Rd
Detroit, MI 48228
United States","381988927","Charter Schools"
"178","Detroit Urban League, Inc","","333684","Detroit, MI
United States","","Human Services » Urban League"
"177","Detroit Threat Management","","1132","Detroit, MI
United States","",""
"176","Detroit Symphony Orchestra","","13168037","3711 WOODWARD AVE
DETROIT, MI 48201
United States","","Arts, Culture, and Humanities » Symphony Orchestras, Arts, Culture, and Humanities » Music, Educational Institutions » Secondary/High School"
"174","Detroit Science Center","","1207730","Detroit, MI
United States","","Arts, Culture, and Humanities » Science & Technology Museums"
"173","Detroit Rotary Foundation","","1000","Detroit, MI
United States","",""
"185","Detroiters Working for Environmental Justice","","3334624","Detroit, MI
United States","","Health - General and Rehabilitative » Rehabilitative Medical Services"
"186","Development Centers, Inc","","2561686","Detroit, MI
United States","","Health - General and Rehabilitative » Health Treatment Facilities (Primarily Outpatient)"
"198","Educational Trust, Inc","","700000","Detroit, MI
United States","","Educational Institutions » Educational Services and Schools - Other"
"197","Education Achievement Authority","","6089000","Detroit, MI
United States","","Educational Institutions » Educational Services and Schools - Other"
"196","Edison Institute","","249000","Detroit, MI
United States","","Arts, Culture, and Humanities » History Museums"
"195","Ecumenical Theological Seminary","","37794","Detroit, MI
United States","","Educational Institutions » Graduate, Professional (Separate Entities)"
"194","Eastern Market Corporation","","7368685","2934 RUSSELL ST
Detroit, MI 48207
United States","","Agriculture, Food, Nutrition » Other Food, Agriculture, Nutrition N.E.C."
"193","East Michigan Environmental Action Council","","755211","Detroit, MI
United States","","Environmental Quality Protection, Beautification » Environmental Education and Outdoor Survival Programs, Youth Development » Youth Development Programs, Environmental Quality Protection, Beautification » Water Resource, Wetlands Conservation & Management"
"192","East Michigan Christian Community Development Association","","160000","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"190","Downtown Detroit Partnership, Inc","","5302000","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"189","Don Bosco Hall, Inc","","1720598","Detroit, MI
United States","","Educational Institutions » Education N.E.C."
"188","Dominican Literacy Center","","308700","Detroit, MI
United States","","Educational Institutions » Adult, Continuing Ed"
"187","Digital Public Library of America: Open Knowledge Commons","","1000000","Detroit, MI
United States","","Educational Institutions » Educational Services and Schools - Other"
"172","Detroit Riverfront Conservancy, Inc","","2413229","Detroit, MI
United States","","Recreation, Sports, Leisure, Athletics » Parks and Playgrounds"
"58","Boys 2 Books","","1000","Detroit, MI
United States","",""
"43","Be the Change in Detroit: Forest Park Beautification Project","","805","Detroit, MI
United States","","Unknown » Unknown N.E.C."
"42","Bates Academy, Middle School","","10000","Detroit, MI
United States","","Educational Institutions » Secondary/High School"
"41","Bates Academy, Elementary","","10000","Detroit, MI
United States","","Educational Institutions » Primary/Elementary School"
"40","Barbara Ann Karmanos Cancer Institute","","6892780","Detroit, MI
United States","","Disease, Disorders, Medical Disciplines » Cancer"
"38","Avery Park Renewal Project","","360","Detroit, MI
United States","",""
"37","Automation Alley Fund","","697632","Detroit, MI
United States","","Philanthropy, Voluntarism, and Grantmaking » Private Grantmaking Foundations"
"36","Autism Alliance of Michigan","","590000","Southfield, MI
United States","270472137","Medical Research » Autism, Disease, Disorders, Medical Disciplines"
"35","Auntie Na's House","","1423","Detroit, MI
United States","",""
"34","Asian and Pacific Islander American Vote - Michigan","","375000","Detroit, MI
United States","","Civil Rights, Social Action, Advocacy » Civil Rights, Advocacy for Specific Groups"
"33","Arts League of Michigan, Inc","","661146","Detroit, MI
United States","","Arts, Culture, and Humanities » Arts, Cultural Organizations - Multipurpose"
"32","Arts & Scraps","","103500","Detroit, MI
United States","","Arts, Culture, and Humanities » Arts, Cultural Organizations - Multipurpose, Environmental Quality Protection, Beautification » Recycling, Educational Institutions » Educational Services and Schools - Other"
"44","Belle Isle to 8 Mile","","2000","Detroit, MI
United States","",""
"45","Belle Isle Women's Committee","","55650","Detroit, MI
United States","","Arts, Culture, and Humanities » Historical Societies and Related Activities"
"56","Boy Scouts of America - Great Lakes Council ","","187367","1776 West Warren Ave
Detroit, MI 48208
United States","381359086","Youth Development, Boy Scouts, Recreation, Sports, Leisure, Athletics, Recreation, Sports, Leisure, Athletics » Recreational and Sporting Camps (Day, Overnight, etc.), Youth Development » Citizenship Programs, Youth Development, Youth Development » Youth Development Programs"
"55","Bollywood Music Festival - Michigan Philharmonic","","40000","Detroit, MI
United States","","Arts, Culture, and Humanities » Music"
"54","Boggs Educational Center Project Team (aka The James and Grace Lee Boggs School)","","278000","4141 Mitchell St
Detroit, MI 48207
United States","274227822","Human Services » Human Service Organizations"
"53","Black United Fund of Michigan, Inc","","5000","Detroit, MI
United States","","Philanthropy, Voluntarism, and Grantmaking » Fundraising Organizations that Cross Categories (includes Community Funds/Trusts and Federated Giving Programs), e.g., United Way"
"52","Black Mothers' Breastfeeding Association","","905000","Detroit, MI
United States","","Human Services » Family Services"
"51","Black Male Engagement Fund","","236800","Detroit, MI
United States","",""
"50","Black Family Development, Inc","","4559568","Detroit, MI
United States","","Community Improvement, Capacity Building » Community Service Clubs (Kiwanis, Lions, Jaycees, etc.)"
"49","Black Caucus Foundation of Michigan","","10000","Detroit, MI
United States","",""
"48","Big Brothers Big Sisters of Metropolitan Detroit","","1146730","Detroit, MI
United States","","Youth Development » Big Brother, Big Sisters, Community Improvement, Capacity Building » Nonprofit Management, Human Services » Children's and Youth Services"
"47","Bethel AME Church","","8200","Detroit, MI
United States","","Religion, Spiritual Development » Protestant"
"46","Berean Chapel of Detroit","","5900","8422 Pembroke Ave
Detroit, MI 48221
United States","386109098",""
"31","ArtPlace - Nonprofit Finance Fund","","4000000","Detroit, MI
United States","",""
"30","ARISE Detroit","","785500","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"29","Archdiocese of Detroit","","1125424","Detroit, MI
United States","","Religion, Spiritual Development » Roman Catholic"
"15","Allegra Prints and Imaging","","15198","Detroit, MI
United States","",""
"14","All Saints Soup Kitchen and Food Pantry","","13000","Detroit, MI
United States","","Agriculture, Food, Nutrition » Food Banks, Food Pantries"
"13","All Four One","","7500","Detroit, MI
United States","","Human Services » Human Service Organizations, Educational Institutions » Student Services and Organizations, Educational Institutions » Educational Services and Schools - Other"
"12","Alkebu-Lan Village","","190000","Detroit, MI
United States","","Arts, Culture, and Humanities » Arts Council/Agency"
"11","AIDS Partnership Michigan, Inc","","43332","Detroit, MI
United States","","Disease, Disorders, Medical Disciplines » AIDS, Mental Health, Crisis Intervention » Hot Line, Crisis Intervention, Mental Health, Crisis Intervention » Counseling Support Groups"
"10","Adult Well Being Services","","1583190","Detroit, MI
United States","","Human Services » Senior Centers/Services"
"9","Adopt-A-Plot","","1954","Detroit, MI
United States","",""
"8","Action by Presence","","800","Detroit, MI
United States","","Agriculture, Food, Nutrition » Food Service, Free Food Distribution Programs"
"7","Accounting Aid Society","","1847562","Detroit, MI
United States","","Human Services » Financial Counseling, Money Management"
"6","Abayomi Community Development Corporation","","115312","Detroit, MI
United States","","Human Services » Human Service Organizations, Youth Development » Youth Development Programs, Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"5","555 Nonprofit Studio Gallery","","10000","Detroit, MI
United States","","Arts, Culture, and Humanities » Arts, Cultural Organizations - Multipurpose"
"16","Alliance Defense Fund","","6000","Detroit, MI
United States","","Civil Rights, Social Action, Advocacy » Civil Liberties Advocacy"
"17","Alliance for a Safer Greater Detroit dba Crime Stoppers of Michigan","","50000","10900 Harper Ave
Detroit, MI 48213
United States","","Community Improvement, Capacity Building » Community Coalitions"
"28","Arab Community Center for Economic and Social Services","","3323094","Detroit, MI
United States","","Human Services » Human Services - Multipurpose and Other N.E.C., Arts, Culture, and Humanities » Museums & Museum Activities, Youth Development » Youth Development Programs"
"27","Arab American National Museum","","884000","Detroit, MI
United States","",""
"26","American Red Cross - Southeastern Michigan Chapter","","884206","Detroit, MI
United States","","Public Safety, Disaster Preparedness and Relief » Disaster Preparedness and Relief Service, International, Foreign Affairs, and National Security » International Development, Relief Services, Health - General and Rehabilitative » Blood Supply Related"
"25","American Indian Health and Family Services of Southeastern Michigan, Inc","","7500","Detroit, MI
United States","","Health - General and Rehabilitative » Health - General and Rehabilitative N.E.C."
"24","American Civil Liberties Union Fund of Michigan","","2514230","Detroit, MI
United States","","Civil Rights, Social Action, Advocacy » Civil Liberties Advocacy"
"23","Alzheimer's Association - Greater Michigan Chapter","","212000","Detroit, MI
United States","",""
"22","Always Brewing Detroit","","1800","Detroit, MI
United States","",""
"21","Alumni Association of the University of Michigan","","7000","Detroit, MI
United States","","Educational Institutions » Alumni Associations"
"20","Alternatives for Girls","","4491250","Detroit, MI
United States","","Housing, Shelter » Temporary Shelter for the Homeless, Human Services » Children's and Youth Services, Youth Development » Community Service Clubs, Youth Development"
"19","Allied Media Projects","","902440","4126 THIRD ST.
DETROIT, MI 48201
United States","","Mutual/Membership Benefit Organizations, Other » Management & Technical Assistance"
"18","Alliance for Children and Families","","2000","Detroit, MI
United States","","Human Services » Alliance/Advocacy Organizations"
"4","100 Black Men of Greater Detroit, Inc ","","58300","One Ford Place
Detroit, MI
United States","383124115","Youth Development » Youth Centers and Clubs (includes Boys/Girls Clubs) - Multipurpose"
"59","Boys and Girls Clubs of Southeastern Michigan","","205000","Detroit, MI
United States","","Youth Development » Boys and Girls Clubs (Combined)"
"114","Community PlanIT","","675000","Detroit, MI
United States","",""
"99","Citizens Research Council of Michigan ","","296770","Detroit, MI
United States","","Public, Society Benefit » Research Institutes and/or Public Policy Analysis"
"98","Church of the Messiah Housing Corporation","","25382","Detroit, MI
United States","","Housing, Shelter » Housing Development, Construction, Management"
"96","Chrysler Elementary School","","10000","Detroit, MI
United States","","Educational Institutions » Primary/Elementary School"
"95","Christus Victor Luthern Church","","6240","Detroit, MI
United States","",""
"94","Christ the King Elementary School","","3000","Detroit, MI
United States","","Educational Institutions » Primary/Elementary School"
"93","Christ Child House","","10000","Detroit, MI
United States","","Human Services » Residential, Custodial Care (Group Home)"
"92","Chocolate Cake Design Collective","","2500","Detroit, MI
United States","",""
"91","Chinese Association of Greater Detroit Charity","","2000","Detroit, MI
United States","",""
"90","Children's Hospital of Michigan Foundation","","352098","Detroit, MI
United States","","Health - General and Rehabilitative » Single Organization Support"
"89","Children's Defense Fund","","65000","Detroit, MI
United States","","Civil Rights, Social Action, Advocacy » Alliance/Advocacy Organizations, Human Services » Alliance/Advocacy Organizations, Civil Rights, Social Action, Advocacy » Civil Rights, Advocacy for Specific Groups"
"88","Children's Aid Society of Southeastern Michigan","","963522","7700 Second Avenue
#402
Detroit, MI 48202
United States","381532540","Human Services » Foster Care, Human Services"
"100","Citizenship Education Fund","","117500","Detroit, MI
United States","","Civil Rights, Social Action, Advocacy » Research Institutes and/or Public Policy Analysis"
"101","City Connect Detroit","","9288800","613 ABBOTT ST
Detroit, MI 48226
United States","383570727","Community Improvement, Capacity Building » Nonprofit Management, Community Improvement, Capacity Building"
"113","Community Health Awareness Group","","60000","Detroit, MI
United States","","Disease, Disorders, Medical Disciplines » AIDS, Mental Health, Crisis Intervention » Mental Health Treatment, Mental Health, Crisis Intervention » Alcohol, Drug, and Substance Abuse, Dependency, Prevention and Treatment"
"112","Community Health and Social Services Center","","3502839","Detroit, MI
United States","","Health - General and Rehabilitative » Hospitals and Primary Medical Care Facilities"
"110","Community Development Advocates of Detroit","","450000","Detroit, MI
United States","","Community Improvement, Capacity Building » Community Improvement, Capacity Building N.E.C."
"109","Communities in Schools of Detroit, Inc ","","120776","Detroit, MI
United States","","Human Services » Alliance/Advocacy Organizations, Community Improvement, Capacity Building » Community Coalitions, Educational Institutions » Educational Services and Schools - Other"
"108","College for Creative Studies","","13199971","201 E. KIRBY
DETROIT, MI 48202
United States","","Educational Institutions » Higher Ed Institutions, Arts, Culture, and Humanities » Arts Education/Schools, Youth Development » Youth Development Programs"
"107","Coleman A. Young Foundation","","553466","Detroit, MI
United States","","Philanthropy, Voluntarism, and Grantmaking » Private Independent Foundations"
"106","Code for America Labs, Inc","","148415","Detroit, MI
United States","","Public, Society Benefit » Citizen Participation"
"105","Coalition on Temporary Shelter","","1517176","Detroit, MI
United States","","Housing, Shelter » Temporary Shelter for the Homeless, Human Services » Emergency Assistance (Food, Clothing, Cash), Human Services » Homeless Services/Centers"
"104","Clark Park Coalition","","930000","Detroit, MI
United States","","Recreation, Sports, Leisure, Athletics » Parks and Playgrounds"
"103","City Year, Inc","","3943925","287 Columbus Avenue
Boston, MA 02116
United States","222882549","Unknown » Unknown N.E.C."
"102","City Mission","","227184","Detroit, MI
United States","","Educational Institutions » Educational Services and Schools - Other"
"87","Child Care Coordinating Council of Detroit/Wayne County","","10500","Detroit, MI
United States","","Human Services » Child Day Care"
"86","Chica Chat Workshops","","2147","Detroit, MI
United States","",""
"85","Charles H. Wright Museum of African American History","","1183174","Detroit, MI
United States","","Arts, Culture, and Humanities » History Museums, Arts, Culture, and Humanities » Arts, Cultural Organizations - Multipurpose, Arts, Culture, and Humanities » Other Art, Culture, Humanities Organizations/Services"
"71","Capuchin Soup Kitchen","","248400","Detroit, MI
United States","","Religion, Spiritual Development » Roman Catholic, Human Services » Human Services - Multipurpose and Other N.E.C."
"70","Campbell Academic Services","","115000","Detroit, MI
United States","","Educational Institutions » Educational Services and Schools - Other"
"69","Business Leaders for Michigan Foundation","","225000","Detroit, MI
United States","237101167","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement, Community Improvement, Capacity Building"
"68","Business Accelerator Network for Southeast Michigan (BAN)","","3250000","Detroit, MI
United States","","Community Improvement, Capacity Building » Business and Industry"
"67","Burton International Schools","","10000","Detroit, MI
United States","",""
"66","Burners Without Borders","","700","Detroit, MI
United States","",""
"65","Brightmoor Community Center","","200000","Detroit, MI
United States","","Human Services » Neighborhood Center, Settlement House"
"64","Brightmoor Alliance, Inc","","758349","Detroit, MI
United States","","Human Services » Services to Promote the Independence of Specific Populations"
"63","Bridging Communities, Inc","","250000","Detroit, MI
United States","","Human Services » Senior Centers/Services, Community Improvement, Capacity Building » Community Coalitions, Housing, Shelter » Senior Citizens' Housing, Retirement Communities"
"62","Bridge to the Garbage King","","650","Detroit, MI
United States","",""
"61","Brazeal Dennard Chorale","","4250","Detroit, MI
United States","","Arts, Culture, and Humanities » Singing Choral"
"72","Care First Community Health Services","","88000","Detroit, MI
United States","",""
"73","Caring Athletes Team for Children's and Henry Ford Hospitals","","3500","Detroit, MI
United States","","Health - General and Rehabilitative » Patient Services - Entertainment, Recreation"
"84","Central United Methodist Church Community Development Corporation","","468000","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"83","Central Detroit Christian Community Development Corporation","","881270","Detroit, MI
United States","","Unknown » Unknown N.E.C."
"82","Center for Youth and Families","","258600","Detroit, MI
United States","","Human Services » Family Services"
"81","Center for Michigan","","25000","Detroit, MI
United States","","Public, Society Benefit » Public Finance, Taxation, Monetary Policy"
"80","Center for Autism","","35000","Detroit, MI
United States","","Disease, Disorders, Medical Disciplines » Autism"
"79","Catholic Social Services of Wayne County","","920535","Detroit, MI
United States","","Human Services » Human Service Organizations"
"78","Catherine Ferguson Academy","","140000","Detroit, MI
United States","",""
"77","Cathedral of Faith","","4900","Detroit, MI
United States","","Religion, Spiritual Development » Christian"
"76","Cathedral Church of St. Paul","","5400","Detroit, MI
United States","","Human Services » Human Service Organizations"
"75","Cass Corridor Neighborhood Development Corporation","","165000","Detroit, MI
United States","","Housing, Shelter » Housing Rehabilitation"
"74","Cass Community Social Services, Inc","","180845","11850 WOODROW WILSON
DETROIT, MI 48206
United States","","Housing, Shelter » Housing Development, Construction, Management"
"60","Boys Hope Girls Hope of Michigan, Inc","","201500","Detroit, MI
United States","","Human Services » Children's and Youth Services, Human Services » Group Home (Long-term, Primarily Assisted Living), Educational Institutions » Elementary, Secondary Ed"
"399","Odditorium Detroit, the Blog","","1000","Detroit, MI
United States","",""
"384","Neighborhood Legal Services Michigan","","301600","Detroit, MI
United States","","Crime, Legal Related » Legal Services"
"383","Neighborhood Funders Group","","1000","Detroit, MI
United States","","Philanthropy, Voluntarism, and Grantmaking » Fundraising Organizations that Cross Categories (includes Community Funds/Trusts and Federated Giving Programs), e.g., United Way"
"382","Neighborhood Club","","1000","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"381","National Urban Fellows, Inc","","130000","Detroit, MI
United States","","Educational Institutions » Graduate, Professional (Separate Entities), Educational Institutions » Scholarships, Student Financial Aid, Awards, Arts, Culture, and Humanities » Management & Technical Assistance"
"380","National Council on Alcoholism and Drug Dependence Greater Detroit Area","","182330","Detroit, MI
United States","","Mental Health, Crisis Intervention » Alcohol, Drug, and Substance Abuse, Dependency, Prevention and Treatment"
"379","National Community Development Institute","","40000","Detroit, MI
United States","","Community Improvement, Capacity Building » Economic Development"
"378","National Citizenship Collaboration - Immigrant Legal Resource Center","","2345000","Detroit, MI
United States","","Human Services » Ethnic/Immigrant Services"
"377","National Association of Charter School Authorizers","","290000","Detroit, MI
United States","","Educational Institutions » Management & Technical Assistance"
"376","National Association of Black Accountants, Inc","","5000","Detroit, MI
United States","","Community Improvement, Capacity Building » Promotion of Business (Chamber of Commerce)"
"375","NAACP - Detroit Branch","","382400","Detroit, MI
United States","","Civil Rights, Social Action, Advocacy » Minority Rights, Civil Rights, Social Action, Advocacy » Civil Rights, Social Action, Advocacy N.E.C."
"374","Music Hall Center for the Performing Arts, Inc","","824334","Detroit, MI
United States","","Arts, Culture, and Humanities » Performing Arts Center, Arts, Culture, and Humanities » Music, Arts, Culture, and Humanities » Ballet"
"385","Neighborhood Service Organization","","3147625","Detroit, MI
United States","","Recreation, Sports, Leisure, Athletics » Recreational and Sporting Camps (Day, Overnight, etc.)"
"386","New Common School Foundation","","75000","Detroit, MI
United States","","Educational Institutions » Student Services and Organizations"
"398","Ocelot Print Shop","","1000","Detroit, MI
United States","",""
"397","Northwest Community Programs, Inc","","113750","Detroit, MI
United States","","Human Services » Human Service Organizations"
"396","Northend Community Development Corporation","","40000","Detroit, MI
United States","","Educational Institutions » Remedial Reading, Reading Encouragement, Educational Institutions » Educational Services and Schools - Other, Educational Institutions » Primary/Elementary School"
"395","Northeast Guidance Center","","40000","Detroit, MI
United States","","Philanthropy, Voluntarism, and Grantmaking » Private Grantmaking Foundations"
"394","NextEnergy","","2785340","Detroit, MI
United States","","Environmental Quality Protection, Beautification » Energy Resources Conservation & Development"
"393","Next Top Chef Detroit","","980","Detroit, MI
United States","",""
"392","New Urban Learning Leasehold Holding I","","278035","Detroit, MI
United States","",""
"391","New Urban Learning","","752000","Detroit, MI
United States","383502936","Educational Institutions, Charter Schools"
"390","New Paradigm for Education","","4700000","Detroit, MI
United States","","Educational Institutions » Educational Services and Schools - Other"
"389","New Michigan Media/Issue Media Group","","376000","Detroit, MI
United States","","Educational Institutions » Education N.E.C."
"387","New Detroit, Inc","","2662419","3011 W. GRAND BLVD., STE. 1200
DETROIT, MI 48202
United States","","Civil Rights, Social Action, Advocacy » Intergroup/Race Relations, Community Improvement, Capacity Building » Community Improvement, Capacity Building N.E.C."
"373","Museum of Contemporary Art Detroit (MOCAD)","","658532","Detroit, MI
United States","","Arts, Culture, and Humanities » Art Museums"
"372","Mt Moriah Community Development Corporation","","4500","Detroit, MI
United States","","Community Improvement, Capacity Building » Economic Development"
"371","Motown Historical Museum","","227000","Detroit, MI
United States","","Arts, Culture, and Humanities » Museums & Museum Activities"
"356","Michigan State University","","1850000","Detroit, MI
United States","","Educational Institutions » University or Technological"
"355","Michigan Security Network","","188700","Detroit, MI
United States","","International, Foreign Affairs, and National Security » Promotion of International Understanding"
"354","Michigan Science Center","","977000","Detroit, MI
United States","","Arts, Culture, and Humanities » Science & Technology Museums"
"353","Michigan Roundtable for Diversity and Inclusion","","2908590","Detroit, MI
United States","","Religion, Spiritual Development » Religious Related, Spiritual Development N.E.C."
"352","Michigan Philharmonic","","84000","Detroit, MI
United States","","Arts, Culture, and Humanities » Symphony Orchestras"
"351","Michigan Opportunities and Resources for Entrepreneurs (MORE)","","2375000","Detroit, MI
United States","","Educational Institutions » Educational Services and Schools - Other"
"350","Michigan Opera Theatre","","3394553","Detroit, MI
United States","","Arts, Culture, and Humanities » Performing Arts, Arts, Culture, and Humanities » Performing Arts Center, Arts, Culture, and Humanities » Theatre"
"349","Michigan Nonprofit Association (MNA)","","1452500","Detroit, MI
United States","","Philanthropy, Voluntarism, and Grantmaking » Voluntarism Promotion, Public, Society Benefit » Management & Technical Assistance, Public, Society Benefit » Research Institutes and/or Public Policy Analysis"
"348","Michigan Manufacturing Technology Center","","526200","Detroit, MI
United States","",""
"347","Michigan Legal Services","","188000","Detroit, MI
United States","","Crime, Legal Related » Legal Services"
"346","Michigan League for Human Services","","170000","Detroit, MI
United States","","Human Services » Alliance/Advocacy Organizations"
"357","Michigan Suburbs Alliance","","170000","Detroit, MI
United States","","Community Improvement, Capacity Building » Alliance/Advocacy Organizations, Environmental Quality Protection, Beautification » Land Resources Conservation, Public, Society Benefit » Government and Public Administration"
"359","Michigan Veterans Foundation","","288000","Detroit, MI
United States","","Public, Society Benefit » Military/Veterans' Organizations"
"370","Motor City Blight Busters, Inc","","379991","Detroit, MI
United States","","Community Improvement, Capacity Building » Community Improvement, Capacity Building N.E.C."
"369","Mosaic Youth Theatre of Detroit","","1589900","Detroit, MI
United States","","Youth Development » Youth Development Programs, Arts, Culture, and Humanities » Performing Arts, Arts, Culture, and Humanities » Arts Education/Schools"
"368","Moms and Babes Too","","2000","Detroit, MI
United States","","Human Services » Human Service Organizations"
"367","Mobilize.org: Democracy 2.0 - Mobilizing America's Youth","","1000000","Detroit, MI
United States","",""
"366","MiVote.org - Detroit Educational Television Foundation","","220163","Detroit, MI
United States","",""
"365","Midtown Sound Radio Station","","775","Detroit, MI
United States","",""
"364","Midtown Detroit, Inc","","5738990","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"363","Midnight Golf Program","","515500","Detroit, MI
United States","","Youth Development » Youth Centers and Clubs (includes Boys/Girls Clubs) - Multipurpose"
"362","Michigan's Thanksgiving Parade Foundation","","530000","Detroit, MI
United States","","Arts, Culture, and Humanities » Single Organization Support"
"361","Michigan's Children","","150000","Detroit, MI
United States","",""
